Datum,Belegte_Intensivbetten,Freie_Intensivbetten,7_Tage_Notfallreserve
2022-02-05 11:15:00+00:00,1943,261,1019
2022-02-06 11:15:00+00:00,1888,321,1017
2022-02-07 11:15:00+00:00,1882,334,1019
2022-02-08 11:15:00+00:00,1962,279,1014
2022-02-09 11:15:00+00:00,1977,256,1011
2022-02-10 11:15:00+00:00,1961,267,1012
2022-02-11 11:15:00+00:00,1983,246,1010
2022-02-12 11:15:00+00:00,1932,284,1009
2022-02-13 11:15:00+00:00,1904,299,1014
2022-02-14 11:15:00+00:00,1925,287,1009
2022-02-15 11:15:00+00:00,1947,272,1009
2022-02-16 11:15:00+00:00,1970,253,1013
2022-02-17 11:15:00+00:00,1974,255,1013
2022-02-18 11:15:00+00:00,1981,236,1017
2022-02-19 11:15:00+00:00,1950,248,1010
2022-02-20 11:15:00+00:00,1887,311,1012
2022-02-21 11:15:00+00:00,1877,331,1019
2022-02-22 11:15:00+00:00,1957,252,1017
2022-02-23 11:15:00+00:00,1940,269,1025
2022-02-24 11:15:00+00:00,1985,232,1004
