# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230908-20230908
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,1047,Grand total
,New Zealand,1
000110A,Australia,1
001A21A,United States,1
013M20A,United States,1
013M20A OR 0BM2,United States,1
013M2OA,United States,1
016B21A,United States,1
017C21A,United States,1
022B21A,United States,1
022M2DA,United States,1
031A21A,United States,1
032420A,Malaysia,1
037A21B,United States,1
037A22B,United States,1
040C21A,United States,1
043A21A,United States,1
044B21A,United States,1
044D21A,Canada,1
047B21A,United States,1
047C21,United States,1
047C22A,United States,1
047CZ1A,United States,1
047CZIA,United States,1
050C21A,United States,1
060H21A,United States,1
088D21A,United States,1
1111-20-EW0168,United States,1
1805029,United States,1
1808609,United States,1
1808980,Czechia,1
21C18-01,Germany,1
29125BA,Colombia,1
31025BD,Colombia,1
31043TB,Germany,1
331308A,United States,1
939893,United States,1
ACB3999,Lebanon,1
CH.-B.: 1F1023A,Germany,1
CH.-B.: FD7958,Germany,1
CH.-B.:1C011A,Germany,1
CH.-B.:EY2172,Germany,1
CH.-B.:FE6975,Germany,1
CH.B.:1C007A,Germany,1
COMIRNATY CH.-B,Germany,1
COVID PFIZER,Poland,1
COVID-19 MODERN,Poland,1
EH9899,United States,1
EJ1685,United States,1
EK9231,United States,1
EL 3249,United States,1
EL1284,United States,1
EL8982,United States,1
EL9261,United States,1
EL9264,United States,1
EN1195,Colombia,1
EN6204,United States,1
EN6206,United States,1
ER1742,Colombia,1
ER2613,United States,1
ER8731,United States,1
ER8732,United States,1
ER8733,United States,1
ER8734,Switzerland,1
ER8734,United States,1
ER9449,Colombia,1
ER9480,Germany,1
ET0384,Lebanon,1
EW0153,Switzerland,1
EW0162,United States,1
EW0172,United States,1
EW0177,United States,1
EW0187,United States,1
EW0191,United States,1
EW0217,United States,1
EW3143,United Kingdom,1
EX3510,Australia,1
EX3599,Germany,1
EX8680,Australia,1
EY4825,Lebanon,1
FA2027,Canada,1
FA5833,Australia,1
FA5843,Colombia,1
FA6780,United States,1
FA9091,Canada,1
FA9094,Canada,1
FC2336,Australia,1
FC9001,Lebanon,1
FD0168,Austria,1
FD0168,Canada,1
FD0168,Germany,1
FD0932,Canada,1
FD1921,Austria,1
FD7958,Germany,1
FE3430,Australia,1
FE6029,Canada,1
FF2589,United States,1
FF2590,United States,1
FF2595,Canada,1
FF3319,United Kingdom,1
FG3527,Switzerland,1
FH3253,Australia,1
FH8030,United States,1
FJ1620,United States,1
FJ5683,United States,1
FJ5973,Australia,1
FK9894,Switzerland,1
FK9896,United States,1
FL7649,Australia,1
FL8094,Canada,1
FM0698,United States,1
FM2963,Colombia,1
FT1620,United States,1
GJ2524,Switzerland,1
GJ3270,United States,1
GL1990,United States,1
J&J 1805029,United States,1
J&J 202A21A,United States,1
LOT 210004,Germany,1
LOT# 022M20A,United States,1
MODERNA BOOSTER,United States,1
PFIZER COVID 19,Poland,1
PFIZER COVID-19,Poland,1
PFIZER EH9899,United States,1
PFIZER EN6206,United States,1
PFIZER ER8732,United States,1
PFIZER ER8734,United States,1
PFIZER EW0164,United States,1
PFIZER EW0181,United States,1
PFIZER FG3527,United States,1
PFREL3246,United States,1
SCVK4,Germany,1
SCVW7,Germany,1
SDCH8,Switzerland,1
XE393,Switzerland,1
,Czechia,2
040A21A,United States,2
041B21A,United States,2
047C21A,United States,2
052E21A,United States,2
092D21A,Canada,2
1F1007A,Austria,2
ER 8730,United States,2
ER8736,United States,2
ET3045,Australia,2
ET6924,Colombia,2
EW0158,United States,2
EW0164,United States,2
EY4825,Canada,2
FA4598,Austria,2
FA9100,Colombia,2
FD4555,Austria,2
FD7204,Canada,2
FE8405,Germany,2
FH0161,Italy,2
GJ6739,United States,2
PFIZER EK9231,United States,2
PFIZER EW0175,United States,2
,Greece,3
,Hungary,3
#EL3246,United States,3
EW0168,United States,3
MODERNA COVID19,United States,3
SCUE1,Germany,3
,Ireland,4
,Spain,4
ACC1336,Germany,4
EL3246,United States,4
FD0810,Canada,4
GJ2524,United States,4
SCRM8,Germany,4
,Guatemala,5
,Mexico,5
SCKX7,Germany,5
,Croatia,7
,Malaysia,7
,Colombia,11
,Netherlands,11
,Austria,12
,United Kingdom,15
,Italy,20
,Poland,21
,Japan,23
,Switzerland,23
,Australia,34
,Canada,60
,Germany,130
,United States,432

