# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230626-20230626
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,4698,Grand total
#003B21A,United States,1
#EN5318,United States,1
000086A,Germany,1
000121A,Netherlands,1
000193A,Germany,1
001A21A,United States,1
002A21A,United States,1
005C21A,Switzerland,1
006B21A,United States,1
007B21A,United States,1
007C21A,United States,1
008G21A,Ireland,1
010A21A,United States,1
010M20A,Switzerland,1
010M20A,United States,1
011A21A,Canada,1
011A21A,United States,1
012H2113,Germany,1
012L20A,Switzerland,1
013L20A,United States,1
013M20A,United States,1
016B21A,United States,1
016E21A,Canada,1
016M20A,United States,1
018B21A,United States,1
019F21A,United States,1
020F21A,Puerto Rico,1
021C21A,United States,1
023M2OA,United States,1
025C21A,Mexico,1
026L20A,United States,1
027AZ1A,United States,1
027AZIA,United States,1
027H2113,Germany,1
027H21B,United States,1
027L20A,United States,1
028L20A,United States,1
029620A,United States,1
029A21A,United States,1
029H21B,United States,1
029K20A,United States,1
029K2OA,United States,1
030A21A,United States,1
032120A,United States,1
032F21A,United States,1
036B21A,Canada,1
037B21A,United States,1
037F21A,United States,1
038B21A,United States,1
038C21A,Mexico,1
039D21A,Puerto Rico,1
039F21A,United States,1
041J21A,United States,1
041L20A,United States,1
043220A,Canada,1
044D21A,Canada,1
046A21A,United States,1
048C21A,Switzerland,1
048L21A,United States,1
052D22A,United States,1
054C21A,United States,1
056G21A,Spain,1
059H21A,United States,1
063H21A,Canada,1
066D21A,United States,1
083J21A,United States,1
092D21A,Canada,1
1111-20-FD0810,Canada,1
1111-20-FF8839,United States,1
1805022,United States,1
1805025,Australia,1
1805025,United States,1
1805029,United States,1
1C006A,Germany,1
1C007A,Germany,1
1COO9A,Germany,1
1D014A,Germany,1
1D020A,Germany,1
1E021A,Spain,1
1E028A,Germany,1
1F036A,Germany,1
1F1007A,Germany,1
1F1010A,Spain,1
1F1023A,Germany,1
1F1030A,Austria,1
1F1050A,Germany,1
1K081A,Italy,1
201A21A,United States,1
205A21A,United States,1
210004,Italy,1
210075,Germany,1
210102,Thailand,1
211A21A,United States,1
214007,Germany,1
214020,Spain,1
216047,Germany,1
30011TB,Germany,1
3001651,Ireland,1
3001656,Switzerland,1
3002331,Canada,1
3002334,Germany,1
3002334,Ireland,1
30025TB,Germany,1
3002616,France,1
3003183,Germany,1
3004497,Japan,1
3005236,Japan,1
3005695,Spain,1
3005836,Austria,1
3006323,Spain,1
30130BA,United States,1
30145BA,United States,1
30155BA,United States,1
31025BD,Spain,1
31043TB,Germany,1
31065BD,Brazil,1
31130BA,Spain,1
32030BD,United States,1
33030BD-PFIZER-,United States,1
331308A,United States,1
33130BA,United States,1
33193TB,Italy,1
33233TB,Germany,1
34397TB,Germany,1
35035BD,Canada,1
4120Z001,Türkiye,1
4120Z002,United Kingdom,1
5433MF001,United States,1
939902,United States,1
ABV5045,Spain,1
ABV6096,Germany,1
"ABV9317, 210004",Germany,1
ABW3256,Italy,1
ABW3644,Germany,1
ABW4810,Spain,1
ABW9941,Austria,1
ACB1289,Germany,1
ACB4694,Germany,1
ACB5317,Germany,1
CH.-B.: FD7958,Germany,1
CH.-B.: SCWF3,Indonesia,1
CH.-B.:FC3095,Brazil,1
CH.-B.:SCUL2,Germany,1
CH.-B: FF0900,Germany,1
CH.B.:EX3599,Brazil,1
CH.B.EX 8679,Germany,1
COVID-19 MODERN,Spain,1
E1283,United States,1
EJ1685,United States,1
EJ6136,Italy,1
EJ6790,Italy,1
EJ6795,Poland,1
EJ6797_65_003,Italy,1
EK1768,United Kingdom,1
EK4175,United Kingdom,1
EK4176,United Kingdom,1
EK41765,Germany,1
EK4243,United Kingdom,1
EK5730,United States,1
EK9231,United States,1
EK9788,Germany,1
EK9798,Germany,1
EL1491,Germany,1
EL3247,United States,1
EL7834,Israel,1
"EL9265, EN6200",United States,1
EL9267,United States,1
EL9269,United States,1
EM0477,Switzerland,1
EN3924,United Kingdom,1
EN6199,United States,1
EN6200,Switzerland,1
EN62000,United States,1
"EN6201, EN6208",United States,1
EN6204,United States,1
EN6205,United States,1
EN6208,United States,1
EP6017,Israel,1
EP7534,United States,1
ER0866,Qatar,1
ER2613,United States,1
ER8727,United States,1
ER8728,United States,1
ER8732,United States,1
ER8733,United States,1
ER8734,United States,1
ET 3620,France,1
ET6956,Netherlands,1
ET8885,United Kingdom,1
EW0150,United States,1
EW0156,United States,1
EW0165,United States,1
EW0172,Puerto Rico,1
EW0172,United States,1
EW0173,United States,1
EW0175,United Kingdom,1
EW0177,United States,1
EW0178,New Zealand,1
EW0178,Poland,1
EW071,United States,1
EW0710,United States,1
EW1096,Germany,1
EW4815,Sweden,1
EW6126,Norway,1
EX3599,Germany,1
EX7389,Netherlands,1
EX8680,Germany,1
EY0575,Dominican Republic,1
EY0578,Canada,1
EY0779,Japan,1
EY4834,Slovakia,1
EY7015,Austria,1
FA 7082,Netherlands,1
FA 9094,Canada,1
FA5833,Sweden,1
FA6780,United States,1
FA7484,United States,1
FA8142,Germany,1
FA9090,Brazil,1
FA9094,Brazil,1
FC0681,Austria,1
FC3095,Germany,1
FC3098,Slovakia,1
FC3098,Spain,1
FC3180,United Kingdom,1
FC3184,United States,1
FC5295,Norway,1
FC5435,Spain,1
FC5436,Poland,1
FC7053,Netherlands,1
FC9001,United Kingdom,1
FD0168,Austria,1
FD0350,Germany,1
FD0809,United States,1
FD0932,Poland,1
FD1921,Austria,1
FD4342,Germany,1
FD4555,Germany,1
FD6840,Austria,1
FD6840,Czechia,1
FD7208,Canada,1
FD7210,Brazil,1
FD7959,Spain,1
FD9309,Spain,1
FE1248,Spain,1
FE1510,United Kingdom,1
FE2625,Belgium,1
FE2625,Germany,1
FE3590,United States,1
FE4721,Sweden,1
FE6208,Austria,1
FE6208,Canada,1
FE6208,Sweden,1
FE7010,Germany,1
FE7011 1,Germany,1
FE8081,United Kingdom,1
FE8162,Japan,1
FE8235,Spain,1
FE8405,Germany,1
FE8422,Spain,1
FE8492,Spain,1
FE9170,Germany,1
FF0680,Canada,1
FF2590,United States,1
FF2752,Slovakia,1
FF2832,Austria,1
FF2834,Austria,1
FF3220,United States,1
FF3318,Germany,1
FF4213,Netherlands,1
FF4222,New Zealand,1
FF7481,Italy,1
FF82222,Australia,1
FF8841,United States,1
FF8871,Germany,1
FG3527,United States,1
FG3739,Italy,1
FG4442,Spain,1
FG4592,Germany,1
FG7898,Spain,1
FG9019,Germany,1
FG9019,New Zealand,1
FG9984,Israel,1
FH 3220,Australia,1
FH0151,Japan,1
FH2080,United States,1
FH8021,United States,1
FH8022,United States,1
FH8023,Brazil,1
FH8027,United States,1
FH8028,United States,1
FJ1613,Chile,1
FJ1620,United States,1
FJ4187,Germany,1
FJ4991,United States,1
FJ8757,United States,1
FJ8762,United States,1
FK5127,United States,1
FK5475,Austria,1
FK8729,Puerto Rico,1
FK9895,Puerto Rico,1
FL3029,Canada,1
FL3198-PFIZER-2,Canada,1
FL3203,Canada,1
FN3731,Germany,1
FN5254,United Kingdom,1
FN5519,Germany,1
FP1980,Germany,1
FP7135,United States,1
FP7136,United States,1
FP8545,Italy,1
FT8471,Canada,1
GH9702,United States,1
GH9715,Germany,1
GH9715,Ireland,1
GH9722,Austria,1
GH9851,Austria,1
GH9851,Italy,1
GJ1852,Japan,1
GJ7181,Germany,1
GJ7184,Germany,1
GJ9254,United Kingdom,1
GL6799,Germany,1
INTRAMUSCULAR,Germany,1
J07BX03,France,1
LOT 000117A,Germany,1
LOT 045G21A,Brazil,1
LOT 092F21A,Germany,1
LOT 216045,Germany,1
LOT 3004953,Germany,1
LOT000110A,Germany,1
LOT000137A,Germany,1
LOT3003183,Germany,1
LOT3004233,Germany,1
MODERNA,Spain,1
MODERNA 029L20A,United States,1
MT0055,Canada,1
MT0055,United States,1
PCB0003,Austria,1
PCB003,Austria,1
PFIZER EN6200,United States,1
PFIZER EN6203,United States,1
PFIZER EN6207,United States,1
PFIZER EN6208,United States,1
PFIZER ER2613,United States,1
PFIZER ER8730,United States,1
PFIZER EW0150,United States,1
