# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230816-20230818
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,19912,Grand total
,Switzerland,1
#006B21A,United States,1
#032L20A,United States,1
#ER2613,United States,1
#ER8727,New Zealand,1
#ER8727,United States,1
#ER8737,United States,1
#EW0172,United States,1
#EW0187,Poland,1
#FC3180,United States,1
000003A,Germany,1
000004A 19/03/2,Italy,1
000014A,Italy,1
000014A,Spain,1
000021A,Japan,1
000028A,Japan,1
000043A,Netherlands,1
000057A,Germany,1
000058A,Belgium,1
000063A,Italy,1
000071A,Germany,1
000073A,Germany,1
000075A,Netherlands,1
000084A,United Kingdom,1
000088A,Australia,1
000106A,Germany,1
000126A,Germany,1
000141A,Germany,1
000142A,Netherlands,1
000247A,Germany,1
001AZ1A,United States,1
001C21A,Lebanon,1
001C21A,New Zealand,1
001L21A,United States,1
0028A21A,United States,1
003321A,Netherlands,1
0036B21A,United States,1
0039B21A,United States,1
004F21A,United States,1
004M20A,United States,1
00621A,United States,1
006821A,United States,1
006B21A,Indonesia,1
006M2OA,United States,1
007C21A,Indonesia,1
007M2OA,United States,1
008B212A,United States,1
008B21A,United States,1
008C21A,United States,1
010AZ1A,United States,1
010M20A,United States,1
010MZ0A,United States,1
011A21A,Puerto Rico,1
011J2OA,Indonesia,1
011L20A,Netherlands,1
011M20A,United States,1
012121A,United States,1
012620A,Australia,1
012A21A,United States,1
012H21B-MODERNA,Belgium,1
012L20A,United States,1
013620A,United States,1
013L2OA,United States,1
013M20A OR 0BM2,United States,1
013M2OA,United States,1
014L20A,United States,1
015M20A,United States,1
015M2OA,United States,1
017E21A,United States,1
018J21ABS,Netherlands,1
019B21A,United States,1
019J21A,Canada,1
01DE,Croatia,1
020J21A,Canada,1
0211B21A,United States,1
021B21A,United States,1
021B21A1,United States,1
022B21A,United States,1
022J21A,United States,1
022M20A,United States,1
023CZ1A,United States,1
023H22A,United States,1
023M2OA,United States,1
023MZ0A,United States,1
024021A,United States,1
024C21A,United States,1
025B214,United States,1
025B21A,Japan,1
025C21A,United States,1
025D21A,United States,1
025J20A,United States,1
025L20A,United States,1
025L2OA,United States,1
026120A,United States,1
027120A,United States,1
027B21A,United States,1
027H21B,United States,1
027L20A,United States,1
029H21B-MODERNA,United States,1
030A20A,United States,1
030B2A,United States,1
030L20A,France,1
030L20A,United States,1
030M20A,United States,1
031M20A,United States,1
032120A,United States,1
032B21A,United States,1
032H20A,United States,1
033B21A,United States,1
036C12A,Germany,1
036C21A,Germany,1
037A21B,United States,1
037B21A,Canada,1
037F21A,United States,1
037K20A,Netherlands,1
037K20A,Switzerland,1
038A22A,United States,1
038B21,United States,1
038K2OA,Indonesia,1
039A21A,United States,1
039B21A,United States,1
039K202A,United States,1
039K20A,Germany,1
04121A,United States,1
041B21A,United States,1
041J21A,United States,1
042AZ1A,United States,1
042B21,United States,1
042B21-2A,United States,1
042G21A,Germany,1
042J21A,United States,1
043421A,Netherlands,1
043B21A,Indonesia,1
043B21A,United States,1
043L20A,Netherlands,1
043L2OA,United States,1
044B21A,United States,1
045021A,Germany,1
045121A,United States,1
045AZIA,United States,1
045G21A,Germany,1
045J21A,United States,1
046821A,United States,1
046A21A,United States,1
046C21A,United States,1
047B21A,United States,1
047C21A,Netherlands,1
047C21A,United States,1
048F21A,United States,1
050A21A,United States,1
050C21A,United States,1
051C21A,United States,1
051F21A,United States,1
