# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230820-20230821
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,10597,Grand total
#016B21A,United States,1
#ER8727,United States,1
000010A,Italy,1
000012A,Japan,1
000014A,Netherlands,1
000026A,United States,1
000054A,Israel,1
000054A,Italy,1
000061A,France,1
000061A,Italy,1
000081A,United Kingdom,1
000086A,Germany,1
000088A,United Kingdom,1
000124A,Germany,1
000128A,Germany,1
0001A21A,United States,1
000218A,Japan,1
001A21A,United States,1
001B21A,United States,1
001C21A,United States,1
001J21-2A,United States,1
002F21A,United States,1
003A21A,United States,1
0045A21A,United States,1
004C21A,United States,1
004FZ1A,United States,1
005M21A,Colombia,1
006C21A,United States,1
006D21A,United States,1
006DZ1A,United States,1
006M21A,United States,1
007C211A,United States,1
007C218,United States,1
007CZ1A,United States,1
007M20A,United States,1
009C21A,Germany,1
00B21A,United States,1
010A21A,United States,1
010AZIA,United States,1
010M2OA,United States,1
010MZ0A,United States,1
011120A,Netherlands,1
011821A,United States,1
011J20A,Germany,1
011L20A,United States,1
012H2113,United States,1
012H21A,United States,1
012H21B-MODERNA,United States,1
012L20A,United States,1
013A21A,United States,1
013C20A,United States,1
013H21A,United States,1
013M21A,United States,1
014M20A,United States,1
016021A,Colombia,1
016E21A,Canada,1
017BZ1A,United States,1
017E21A,United States,1
017G21A,Italy,1
020B21A,United States,1
021B21A,United States,1
022J21A-MODERNA,United States,1
022M20A,United States,1
023021A,France,1
023C21A,United States,1
023C22A,Canada,1
023D21A,United States,1
025J20A,United States,1
026A21,United States,1
026A2114,United States,1
026AZ1A,United States,1
026AZIA,United States,1
026C21A,United States,1
026L20A,Germany,1
026L20A,United States,1
026L21B,United States,1
027620A,United States,1
027621A,United States,1
027B21A,United States,1
028A21A,United States,1
028L2OA,United States,1
029H21B-MODERNA,United States,1
030A21A,United States,1
030G21A,Italy,1
031B21A,United States,1
031M20A,United States,1
032321A,France,1
032321A,United States,1
032L20A,United States,1
033B21A,United States,1
033C21A,United States,1
033M20A,United States,1
034A21A,United States,1
034F21A,United States,1
034M20A,United States,1
03621A,United States,1
036A21A,United States,1
038A21A,United States,1
039K20A,United States,1
039K2OA,United States,1
03DL20A,United States,1
03OL20A,United States,1
040A21,United States,1
041B21A,United States,1
041J21A,United States,1
042A21A,United States,1
043B21A,United States,1
044A21A,United States,1
045A21A,United States,1
045B21A,United States,1
045J21A,United States,1
048A21A,United States,1
048L21A,United States,1
051822A,United States,1
051B22A,United States,1
051D22A,United States,1
051F22A,Portugal,1
052D22A,United States,1
056D21A,United States,1
058H21A,United States,1
062E21A,United States,1
062H21A,Canada,1
066F21A,United States,1
068H21A,United States,1
071F21A,United States,1
077C21A,United States,1
079F21A,France,1
079F21A,Peru,1
088D21A,United States,1
091F21A,France,1
092D21A,Canada,1
092F21A,Germany,1
100031184,France,1
1110-20-026A21A,United States,1
1111-20-EN6198,Germany,1
1111-20-EW0172,United States,1
1111-20-EW0179,United States,1
1111-20-EW0182,Peru,1
1111-20-FF2593,Japan,1
1118-21-207A21A,United States,1
1119349007,Uruguay,1
1805020,United States,1
1808609,United States,1
1808982,United States,1
1822809,United States,1
1855190,South Sudan,1
1855191,United States,1
1855194,Germany,1
1855194,United States,1
1855791,United States,1
185835,United States,1
1C007A,Germany,1
1C008A,Germany,1
