# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230404-20230404
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,11105,Grand total
!D0181,Italy,1
!D0181,United Kingdom,1
# 048A21A,United States,1
#039K20A,Germany,1
#048A21A,United States,1
#091D21A,United States,1
#ER8731,United States,1
#EW0171,United States,1
000016A,Australia,1
000029A,United Kingdom,1
000031A,Australia,1
000054A,Germany,1
000057A,United States,1
000061A,Italy,1
001C21A,United States,1
002C21A,United States,1
002C21A / 5/8/2,United States,1
0042D21A,Canada,1
004F21A,United States,1
007C21A,United States,1
011A21A,United States,1
011J20A,Brazil,1
011J20A,Germany,1
011J20A,Netherlands,1
011J20A,Romania,1
012L20A,Brazil,1
013L20A,Germany,1
013L20A,United States,1
015M20A,United States,1
016C21A,United States,1
017G21A,Italy,1
019B21A,United States,1
019J21A,Canada,1
020F22A,Canada,1
020J21A,Canada,1
022B21A,United States,1
022C21A,United States,1
022M20A,United Kingdom,1
022M20A,United States,1
024D21A,Argentina,1
025J20-2A,United States,1
025L21B,United States,1
027A21A,United States,1
032C21A,United States,1
032H20A,United States,1
032H21A,United States,1
032L20A,Brazil,1
032M21A,United States,1
038A22A,United States,1
039A21A,United States,1
039K20A,Australia,1
039K20A,Germany,1
039K20A,Indonesia,1
039K20A,Italy,1
039K20A,Portugal,1
040B21A,United States,1
041C21A,United States,1
042D21A,Canada,1
043A21A,Brazil,1
045D21A,Canada,1
048A21A,United States,1
048B21A,United States,1
050C21A,United States,1
051C21A,United States,1
091D21A,United States,1
1808980,Germany,1
1808982,United States,1
1821288,Brazil,1
1855194,United States,1
1855194 KCHD,United States,1
201A21A,Germany,1
201H21A,Brazil,1
207A21A,United States,1
210377,Brazil,1
210958,Colombia,1
210A21A,Brazil,1
210A21A,Saudi Arabia,1
212A21A,Brazil,1
212A21A,Colombia,1
212C21A,South Africa,1
213C21A,Brazil,1
216038,United States,1
2192050,Australia,1
21C10-0,Brazil,1
21C18-05,Romania,1
3003659,United States,1
3004492,Italy,1
3005290,Germany,1
3005687,Italy,1
3006322,Italy,1
30150BA,Brazil,1
31065BD,Brazil,1
32025BD,Brazil,1
33020BD,Brazil,1
33295TB,Italy,1
35035BD,Brazil,1
4120Z001,United Kingdom,1
4120Z029,Canada,1
4302MF023,United Kingdom,1
ABW4731,Brazil,1
ABZ5320,Germany,1
ACB 3221,Australia,1
ACB3221,Australia,1
ACB8491,Italy,1
BVGJ6739,United States,1
CH.-B. EX8680,Germany,1
CH.-B.: EX8680,Germany,1
CH.-B.:1F1021A,Germany,1
CH.-B.:FD9234,Germany,1
CH.-B.:FE8405,Germany,1
"CH.B,,FE8405",Germany,1
CH.B:FE8405,Germany,1
EH9899,Brazil,1
EJ6788,Switzerland,1
EJ6789,Denmark,1
EJ6795,United Kingdom,1
EJ6795,United States,1
EJ6796,United States,1
EK5730,United States,1
EK9788,France,1
EK9788,Switzerland,1
EK9788-002,Switzerland,1
EL0140,United States,1
EL3248,United States,1
EM0477,Denmark,1
EM0477,Sweden,1
EM0477,United Kingdom,1
EN1185,United States,1
EN6198,Sweden,1
EN6198,United Kingdom,1
EN6200,United Kingdom,1
EN6201,Italy,1
EN6201,Portugal,1
EN6201,Sweden,1
EN6201,United Kingdom,1
EN6206,Brazil,1
EN6207,Brazil,1
EN6208,United Kingdom,1
EN6208,United States,1
EN9581,United States,1
EP2166,Aruba,1
EP7533,United States,1
"ER8731, EW0167",United States,1
ER87310,United States,1
ER8732,United States,1
ER8736,United States,1
ER8737,United States,1
ER8737  &    EW,United States,1
ER8737/EW0170,United States,1
ER9470-65-032,Germany,1
ER9470-D1,Germany,1
EW0153,United Kingdom,1
EW0162,United States,1
EW0167,United States,1
EW0169,Brazil,1
EW0179,United States,1
EW0183-H,United States,1
EW0191,United States,1
EW0201,Japan,1
EW4109,United Kingdom,1
EW4109,United States,1
"EW4815, FA8016",Sweden,1
EW5279,Sweden,1
EW6327,Italy,1
EW8904,Brazil,1
EX0438,Canada,1
EX0904,Canada,1
EX7389,Italy,1
EX8679,Germany,1
EX8769,Germany,1
EY0578.,Canada,1
EY0779,Japan,1
FA2453,Brazil,1
FA4597,Japan,1
FA5765,Brazil,1
FA7485,United States,1
FA8016,Italy,1
FA9090,Brazil,1
FA9091,Canada,1
FA9094,Brazil,1
FC2336,Italy,1
FC3143,Spain,1
FC3181,United States,1
FC3661,Brazil,1
FC3661,South Africa,1
FC9001,United Kingdom,1
FD0168,Romania,1
FD0168,Sweden,1
FD1921,Netherlands,1
FD4555,Brazil,1
FD6840,Portugal,1
FD6840,Romania,1
FD6840,Sweden,1
FD7204,Canada,1
FD7208,Brazil,1
FD7220,United States,1
FD72218,Brazil,1
FE2296E,Italy,1
FE2707,Germany,1
FE3592,United States,1
FE3592/FH8030,United States,1
FE6208,Australia,1
FE6208,France,1
FE6208,Germany,1
FE6208,Hungary,1
FE6208,Philippines,1
FE6208,Portugal,1
FE6208,United Kingdom,1
FE7053,Denmark,1
FE8405,Germany,1
FF0680,Indonesia,1
FF0680,Portugal,1
FF0680,Sweden,1
FF0680,United States,1
FF0688,Spain,1
FF2382,Brazil,1
FF2587,United States,1
FF2752,Germany,1
FF2752,Italy,1
FF3318,Australia,1
FF3318,Germany,1
FF5108,Brazil,1
FF7481,Italy,1
FF8848,Brazil,1
FFO688,France,1
FG0050,Australia,1
FG0050-006,Australia,1
FG3524,Brazil,1
FG3528,Brazil,1
FG3530,Brazil,1
FG3712-L972,Australia,1
FG3712/V1404,Australia,1
FG37123079261A,Australia,1
FG3716,Australia,1
FH4751,Brazil,1
FH8026,Brazil,1
FH8030,United States,1
FJ6369,United States,1
FK5127,United States,1
FK5618,United States,1
FL0007,United States,1
FL1072,New Zealand,1
FL3202,Peru,1
FL5324,Austria,1
FL7646,Japan,1
FM2951,Brazil,1
FM2952,Brazil,1
FM2953,Brazil,1
FM2967,Brazil,1
FM3355,Brazil,1
FM3802,United Kingdom,1
FM9091,Peru,1
FN1448,Italy,1
FP1965,Japan,1
FP8544,Brazil,1
FT5177,Brazil,1
GF 7958,Brazil,1
GF3043,Brazil,1
GF4509,Brazil,1
GH9697,United States,1
GJ2552,Denmark,1
GJ6739,United States,1
