# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230406-20230406
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,9531,Grand total
#027B21A,United States,1
#EN6204,United States,1
#EW0191,United States,1
#FC3180,United States,1
#FH8020,United States,1
000004A,Italy,1
000087A,Germany,1
001J212A,United States,1
0031B21A,United States,1
0045A21A,United States,1
0084J21A,United States,1
011J20A,Germany,1
011J20A,Japan,1
011J20A,Netherlands,1
011J20A,United States,1
012H21B,United States,1
012L20A,Netherlands,1
013H21B,United States,1
013L20A,United States,1
013M20A,Norway,1
018B21A,United States,1
01UB21A,New Zealand,1
01W20A,New Zealand,1
020B21A,United States,1
022M20A,United States,1
025J20A,United States,1
025L20A,United States,1
026A1A,United States,1
026D21A,United States,1
026L20A,Japan,1
026L20A,Netherlands,1
027C21A,United States,1
027L21A,United States,1
028A21A,United States,1
028L20A,United States,1
029L20A,United States,1
031B21A,United States,1
031L20A,United States,1
032F21A,United States,1
032M20A,United States,1
0331211/1808980,United States,1
033H21A,United States,1
035C21A,United States,1
039D21A,United States,1
039K20A,Canada,1
039K20A,Romania,1
039K20A,Sweden,1
041B21A,United States,1
041J21A,United States,1
041L20A,Netherlands,1
042A21A,Netherlands,1
042A21A,United States,1
044A21A,Norway,1
045A21A,United States,1
045B21A,United States,1
045D21A,Canada,1
047A21A,Türkiye,1
052C21A,Canada,1
059E31A,United States,1
060H21A,United States,1
071R21A,New Zealand,1
084J21A,United States,1
088D21A,United States,1
091D21A,United States,1
1802072,United States,1
1805018,Netherlands,1
1805020,United States,1
1805022,United States,1
1805029,United States,1
1822809,United States,1
1822809 OR 211A,United States,1
1855835,United States,1
1F1003A,France,1
1F1006A,Italy,1
1F1008A,Netherlands,1
1F1020A,Italy,1
1F102A,Italy,1
1F102A4,Italy,1
201A21A,Netherlands,1
201A21A,United States,1
202A21A,Netherlands,1
202A21A,Slovakia,1
202AZ1A,Netherlands,1
203A21A,Netherlands,1
205A21A,Netherlands,1
206A21A,Netherlands,1
206A21A,United States,1
209C21A,Netherlands,1
210F21A,Brazil,1
211D21A,Morocco,1
212C21A,Netherlands,1
212C21A,United States,1
213C21A,Netherlands,1
214008,Germany,1
214023,Italy,1
216044,Germany,1
21C10-02,Netherlands,1
21C1101,Netherlands,1
21C1601,Italy,1
3001652,Canada,1
3001940,Hungary,1
3001943,Italy,1
3001944,Germany,1
3002185,Japan,1
3002186,Switzerland,1
3002188,Hungary,1
3002622A,Italy,1
3002917,Italy,1
3002918,Switzerland,1
3003609,Germany,1
3005241,Romania,1
"3005241, 300495",Romania,1
3005287,United Kingdom,1
30145BA,United States,1
320308D,United States,1
32030BD,United States,1
60ET3674,Denmark,1
74421M1_8,Romania,1
9LOT FA7842,New Zealand,1
9N6203,New Zealand,1
9N6206,New Zealand,1
ABC8491,Italy,1
ABV4678,Germany,1
ABV6514,Netherlands,1
ABV9317,Germany,1
ABX6083-CDC,Malaysia,1
ACA5778,Netherlands,1
ACB4692,Germany,1
ACB6894,Netherlands,1
ACB8491,Italy,1
AD26,Brazil,1
AS7162B,United States,1
BFF0900,Serbia,1
CH.-B. ET3674,Denmark,1
CH.-B.: FF3318,Germany,1
CH.-B.: SCRP9,Germany,1
CH.-B.:ET3674,Denmark,1
EE8492,United Kingdom,1
EJ0553,United States,1
EJ1686,United States,1
EJ1688,United States,1
EJ6795,United States,1
EK4176,United States,1
EL 3247,United States,1
EL 8982,United States,1
EL1284,Spain,1
EL1284,United States,1
EL3246,United States,1
EL3248,United States,1
EL8982,Hungary,1
EL8982       EN,United States,1
EL9261,United States,1
EL9266,United States,1
"EL9267, EP6955",United States,1
EM0477,Hungary,1
EM0477,United States,1
EM9870,New Zealand,1
EN3924,United Kingdom,1
EN3924 ER1749,United Kingdom,1
EN3924/ER1741,United Kingdom,1
EN5318,Germany,1
EN5318,Netherlands,1
EN6198,Canada,1
EN6199,United States,1
EN6199 & EP7534,United States,1
EN6200,Canada,1
EN6200/EN6204,United States,1
EN6202,Austria,1
EN6203,Slovakia,1
EN6207,United States,1
EP2166,Poland,1
EP6955/ EN6205,United States,1
ER1741,United Kingdom,1
ER2659,Denmark,1
ER2659,Germany,1
ER8730 EUA 4/21,United States,1
ER8732,United States,1
ER87321,United States,1
ER87321PHZER,United States,1
ER8735,Hungary,1
ER8936,United States,1
ET3620,Austria,1
ET3620-12-041,Austria,1
ET3674,Denmark,1
ET3674,Poland,1
ET3674 AND EW61,Denmark,1
ET36740321,Denmark,1
ET6956,Hungary,1
"ET6956, FE3065,",Hungary,1
ET7205-12-057,Romania,1
EW0153 & EN6204,United States,1
EW0173,United States,1
EW0176,United States,1
EW0177,United States,1
EW0199,Canada,1
EW0201,United States,1
EW0214,United States,1
EW0221-CC09,Canada,1
EW3134,United Kingdom,1
EW4107,Canada,1
EW4109,Canada,1
EW4109-L650,Canada,1
EW4109-L652,Canada,1
EW4109-L661,Canada,1
EW6126,Japan,1
EX0438,Canada,1
EX3617,United States,1
EY4825,Canada,1
F5B438,New Zealand,1
FA1027,United Kingdom,1
FA5765,United States,1
FC 1433,Faroe Islands,1
FC1433,Faroe Islands,1
FC14333,Faroe Islands,1
FC1526,Italy,1
FC3095,Germany,1
"FC3181, FF2588,",United States,1
FC3182,United States,1
FC3184,United States,1
FC3661,United States,1
FC5029,Faroe Islands,1
FC5436,Poland,1
FD0168,Germany,1
FD0810,Canada,1
FD0932,Poland,1
FD1921,Germany,1
FD1921,Hungary,1
FD1921,Netherlands,1
FD1921,United States,1
FD4555,Finland,1
FD4555,Romania,1
FD5996,Philippines,1
FD5996/ FC1440,Germany,1
FD6840,Japan,1
FD6840,Romania,1
FD6840,United States,1
FD9234,Serbia,1
FE3594,United States,1
FE4721,Poland,1
FE6029,Portugal,1
FE6208,Australia,1
FE6208,Austria,1
FE6208,Brazil,1
FE6208,Canada,1
FE6208,Finland,1
FE6208,France,1
FE6208,Greece,1
FE6208,Hungary,1
FE6208,Malaysia,1
FE6208,Netherlands,1
FE6208,Poland,1
FE6208,Romania,1
FE6208,Sweden,1
FE8235,Portugal,1
FE9174/16,New Zealand,1
FF0680,Austria,1
FF0680,Germany,1
FF0680,Hungary,1
FF0680,Netherlands,1
FF0680,United States,1
FF0688,Switzerland,1
FF0900,Germany,1
FF0900,Serbia,1
FF2587,United States,1
FF2588 WALGREEN,United States,1
FF2593,Australia,1
FF2593,United States,1
FF2832,Austria,1
FF2834,Italy,1
FF3318,Netherlands,1
FF3318,United States,1
FF5109,Canada,1
FF8288,United Kingdom,1
FF8288BOOSTER H,United Kingdom,1
FFC1433,Faroe Islands,1
FG3527,Australia,1
FG7898,Sweden,1
FH 3253,Australia,1
FH0161,Sweden,1
FH6387,Philippines,1
FH8020 / FH8029,United States,1
"FH8020,FG3527",United States,1
FH8030,United States,1
FJ4989,Canada,1
FJ5324,Austria,1
FJ5790,Japan,1
FJ5973,Australia,1
FK5618,United States,1
FK5618 PFIZER,United States,1
FK6304,Italy,1
FK9413,United Kingdom,1
FK9712 PV46691,United Kingdom,1
FL3184,United States,1
FL8095,United Kingdom,1
FP4554,United States,1
GD6794,United States,1
GH9693,United States,1
GJ3270,United States,1
GK0926,United States,1
GK1657,United States,1
