# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230405-20230405
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,9245,Grand total
# 015M20A,Italy,1
# 048A21A,Italy,1
#$8735,Italy,1
#002F21A,United States,1
#039K20A,United States,1
#EW0196,United States,1
-,Italy,1
0002C21A,United States,1
0011F21A,United States,1
001A21A,United States,1
002C21A / 5/8/2,United States,1
002F21A,United States,1
002F21A  NO EX,United States,1
0046A21A,United States,1
0048C21A,United States,1
004F21A,United States,1
004M20A,United States,1
007B21A,United States,1
009C21A,Japan,1
010M20A,Brazil,1
010M20A,United States,1
011F21A,United States,1
011J20A,Brazil,1
011J20A,Germany,1
011J20A,Japan,1
011J20A,United States,1
012L20A,Netherlands,1
013L20A,Italy,1
016M20A,United States,1
017C21A,United States,1
018G21A,France,1
019F21A,United States,1
01DE/708512500R,United States,1
020F22A,Canada,1
021C21A,United States,1
024M20A,United States,1
025J20A,United States,1
025L20A,Italy,1
025L20A,United States,1
026L20A,Netherlands,1
026L20A,Sweden,1
027H21B,United States,1
028K21A,Brazil,1
028K2IA,Brazil,1
028L20A,United States,1
030M20A,United States,1
031A21A,United States,1
033B21A,Brazil,1
036A21A,United States,1
039B21A,United States,1
039K20A,Germany,1
039K20A  12-31-,United States,1
039K20A-MODERNA,United States,1
040A21A,United States,1
041221A,United States,1
041L20A,United States,1
042D21A,Canada,1
043A21A,United States,1
046A21A,United States,1
046L21A,United States,1
048C21A,United States,1
"048C21A, 038C21",United States,1
048C21AEMC,United States,1
049L21A,United States,1
050E21A,United States,1
052E21A,United States,1
058H21A,United States,1
059E21A,United States,1
059H21A,United States,1
060A22A,United States,1
067F21A,United States,1
067F21A / 11/15,United States,1
068H21A,United States,1
076C21A,United States,1
1004F21A,United States,1
1110-20-039K20A,United States,1
11822811,United States,1
1821286,United States,1
1: EW4815,Romania,1
1F1027A,Germany,1
201A21A,United States,1
202A21A,United States,1
205J21A,Brazil,1
207A21A,United States,1
211D21A21A,Morocco,1
211D21AA,Morocco,1
212C21A,Brazil,1
212C21A,Hungary,1
212C21A,Japan,1
212C21A,Portugal,1
212C21A,Switzerland,1
213C21A,Switzerland,1
214019,Italy,1
2192050,United Kingdom,1
21C1-303,Germany,1
21C16-04,Hungary,1
21C16-05,Hungary,1
24M20A,United States,1
3002917,Netherlands,1
3003660,Germany,1
3005686,United Kingdom,1
3005686 / 00001,United Kingdom,1
3005885,Portugal,1
330268D,United States,1
34397TB,Germany,1
41202001,United Kingdom,1
4120Z002,United Kingdom,1
4120Z029,Canada,1
4302MF023,United States,1
4302MF028,United States,1
939903,United States,1
ACB4692,Germany,1
AS7166B,United States,1
CH. B : SDEH4,Germany,1
CH.-B.: EX3510,Germany,1
CH.-B.: EX8680,Germany,1
CH.-B.: FE6975,Switzerland,1
CH.-B.: SDEH4,Germany,1
CH.-B.:1F1021A,Germany,1
CH.-B.:1F1027A,Germany,1
CH.-B.:SDEH4,Germany,1
CH.B EX3510,Germany,1
CH.B.:EX3599,Germany,1
E052E21A,United States,1
EER8729,United States,1
EJ1685,United States,1
EJ6795,Germany,1
EJ6796,Finland,1
EK5730,United States,1
EL1283,Germany,1
EL3302,United States,1
EM0477,Netherlands,1
EM0477,United States,1
EM9810,United States,1
EN6198 2/21,United States,1
EN61989,United States,1
EN6201,Brazil,1
EN6201,Canada,1
EN6201,France,1
EN6201,Italy,1
EN6201,Netherlands,1
EN6201,United States,1
EN6206,Poland,1
EN6207,United States,1
ER8727,United States,1
ER8735,United States,1
EU0171,United States,1
EU0177,United States,1
EW0102,United States,1
EW0153,United States,1
EW0158,United States,1
EW0161,United States,1
EW0164,United States,1
EW0167,United States,1
EW0169,United States,1
EW0178,United States,1
EW0179,United States,1
EW0180/FA7485,United States,1
EW0182,United States,1
EW0191,United States,1
EW0202,United States,1
EW2243,Poland,1
EW2246,Finland,1
EW4815,Romania,1
"EW4815, FA8016",Romania,1
EW6326,France,1
EWO178  0.3ML,United States,1
EX0904,Canada,1
EX2405,Brazil,1
EX3510,Germany,1
EX3599,Germany,1
EX8680,Germany,1
EY0578,Canada,1
EY0579,Brazil,1
EY2172 / FA5833,United States,1
EY7065,France,1
EY7065-66-073,France,1
FA1027,Canada,1
FA4632,United States,1
FA5829/31-08-20,Romania,1
FA5833,New Zealand,1
