# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230606-20230606
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,4725,Grand total
#EK4176,United Kingdom,1
#EL3246,United States,1
#EL9265,United States,1
#ER8727,United States,1
000004A,Italy,1
000014A,Italy,1
000054A,Italy,1
000141A,Germany,1
000142A,Germany,1
000191A,Ireland,1
001B21A,United States,1
002A211A,United States,1
003J212A,United States,1
008B21A,United States,1
008C21A,United States,1
012H21B,United States,1
014M20A,United States,1
015M20A,United States,1
016C21A,United States,1
016E21A,Canada,1
017E21A,United States,1
018C21A,United States,1
019J21A,Canada,1
023C21A,United States,1
024M20A,United States,1
025C21A,United States,1
026B21A,United States,1
026L20A,Canada,1
026L20A,United States,1
027A21A,United States,1
027B21A,United States,1
027C21A,United States,1
029L20A,United States,1
02B21A,United States,1
0301321A,United States,1
030G21A,Italy,1
030M20A,United States,1
031A21A,United States,1
031B21A,United States,1
032F21A,United States,1
032M20A,United States,1
033C21A,United States,1
037A21B,United States,1
037K20A,United States,1
038A22A,United States,1
038B21A,United States,1
038D21A,United States,1
039K20A,Switzerland,1
040A21A,United States,1
042821A,United States,1
042C21A,United States,1
042L20A,United States,1
042L2OA,United States,1
043A21A,United States,1
04621A,United States,1
046AZ1A,United States,1
047A21,United States,1
050C21A,United States,1
051F21A,United States,1
060F22A,United States,1
062H21A,Canada,1
077C21B,United States,1
092D21A,Canada,1
094F21A,Italy,1
1822809,United States,1
1822811,Dominican Republic,1
1D014A,Germany,1
1E024A,Germany,1
1F039A,Hong Kong,1
1F1003A,Austria,1
1F1008A,Austria,1
1F1009A,Austria,1
1F1020A,Italy,1
1F1023A,Germany,1
1F1042A,Germany,1
1F1046A,United States,1
1F1050A,Germany,1
1F1056A,Australia,1
1G045A,Hong Kong,1
202A21A,United States,1
204AZIA,United States,1
211A21A,United States,1
214004,United States,1
214009,United States,1
216001,United States,1
216042,Italy,1
22,Italy,1
30003651,Germany,1
3001654,Italy,1
3002182,Canada,1
3002541,Italy,1
3002545,Italy,1
3002546,Italy,1
3003605,Italy,1
3004235,Germany,1
3004669,Italy,1
3005687,Italy,1
3006272,Ireland,1
30130BA,United States,1
30135BA,United States,1
301458A,United States,1
30145BA,United States,1
30155BA,Germany,1
330258D,United States,1
331308A,United States,1
340308D,United States,1
41202003,United Kingdom,1
4120Z003,United Kingdom,1
4301MF013,Germany,1
488024,Finland,1
49283017,Italy,1
59267100002,Italy,1
ABW0549,Netherlands,1
ABW1277,Italy,1
ABX5105,Germany,1
ABX5105,Italy,1
ABZ5320,Germany,1
ACB3738,Germany,1
ACB5318,Germany,1
ACC0306,Germany,1
ACC0681,Finland,1
BNT162B2,Israel,1
CH-B:SCTD6,Germany,1
CH.-B. FD9234,Germany,1
CH.-B.: EX8680,Germany,1
CH.-B.:ACB4694,Germany,1
CH.-B.:FE6975,Germany,1
CH.B.:FP1972,Germany,1
EJ1686,United States,1
EJ6797,Germany,1
EK4176,Italy,1
EK4176,United Kingdom,1
EK41765,United Kingdom,1
EK4243,United Kingdom,1
EK5230,United States,1
EK5730,United States,1
EK9231,Germany,1
EK9231,United States,1
EK9788,Austria,1
EK9788,Italy,1
EK9788,United States,1
EL0725,Hungary,1
EL1484,Italy,1
EL3245,Germany,1
EL3247,United States,1
EL3249,Germany,1
EL5318,United Kingdom,1
EL8713,United Kingdom,1
EL9263,United States,1
EL9265,United States,1
EL9267,United States,1
EL9269,France,1
EM4965,United Kingdom,1
EM9810,United States,1
"EM9810, EN6202",United States,1
EN1185,United Kingdom,1
EN1195,United Kingdom,1
EN3924,Jersey,1
EN6198,United States,1
EN6199,United States,1
EN6200,United States,1
EN6201,Canada,1
EN6201,United States,1
EN6208,United States,1
EP6017,United Kingdom,1
EP9598,Germany,1
ER 8731,United States,1
ER1741,United Kingdom,1
ER7934,United Kingdom,1
ER8729,United States,1
ER8731,United States,1
ER8733,United States,1
ER8734,United States,1
ERB730,United States,1
ET 3045,Germany,1
ET1831,Hungary,1
ET7205,Hungary,1
ET7205,Italy,1
ET7812,Germany,1
EU/1/20/1528,France,1
EW0151,United States,1
EW0153,United States,1
EW0158,United States,1
EW0164,United States,1
EW0169,United States,1
EW0171,Colombia,1
EW0171,United States,1
EW0172,United States,1
EW0173,United States,1
EW0176,United States,1
EW0179,United States,1
EW0181,United States,1
EW0193,United States,1
EW0217,Australia,1
EW3344,Canada,1
EW4109-L650,United Kingdom,1
EW4815,Hungary,1
EW6126,Austria,1
EWO181,United States,1
EX3510,Poland,1
EX3617,Germany,1
EX3617,Japan,1
EX6537,Hungary,1
EX6564,Norway,1
EY0572,Canada,1
EY0582,South Africa,1
EY7015,Italy,1
FA5715,United States,1
FA5765,Japan,1
FA7984,United States,1
FA8721,Canada,1
FC0681,Finland,1
FC1131,Italy,1
FC1526,Italy,1
FC2336,Italy,1
FC2336,Norway,1
FC3098,Italy,1
FC3180,Croatia,1
FC3182,Croatia,1
FC3184,United States,1
FC3558,Hungary,1
FC5089,Italy,1
FC5947,Japan,1
FC8889,Germany,1
FC9001,United Kingdom,1
FD0168,Italy,1
FD0785,Hungary,1
FD0809,United States,1
FD0889,Japan,1
FD0927,South Africa,1
FD1921,Czechia,1
FD4555,Italy,1
FD4555,Sweden,1
FD6840,Czechia,1
FD6840,Germany,1
FD7206,Canada,1
FD7959,France,1
FD7985,United States,1
FE3594,United States,1
FE6208,Germany,1
FE6208,United Kingdom,1
FE6208F,Germany,1
FE6975,Croatia,1
FE7053,Iceland,1
FE8162,Japan,1
FE9174,Ireland,1
FF0680,Austria,1
FF0680,Hungary,1
FF0688,Italy,1
FF0900,Norway,1
FF2590,Canada,1
FF2591,Canada,1
FF2592,Canada,1
FF2593,Canada,1
FF2597,Canada,1
FF2782,Japan,1
FF3318,Austria,1
FF3319,United Kingdom,1
FF5109,Canada,1
FF5357,Japan,1
FF8288,Italy,1
FF8845,United Kingdom,1
FG2975,Norway,1
FG3716,Sweden,1
FG371Z,Sweden,1
FG3739,Italy,1
FG6270,Italy,1
FG6273,Netherlands,1
FG7372,Australia,1
FG7372,Norway,1
FG7387,France,1
FH0160,Finland,1
FH3219,Australia,1
FH3220,United States,1
FH4092,Norway,1
FH8027,United States,1
FH8028,United States,1
FH9678,Germany,1
FHO161,Italy,1
FJ1614-PFIZER-2,United States,1
FJ1620,United States,1
FJ4991,United States,1
FJ5790,Japan,1
FJ5973,Finland,1
FJ8372,Sweden,1
FJ8757-PFIZER-2,United States,1
FK0738,Australia,1
FK5127,United States,1
FK9412,United Kingdom,1
FK9413,United Kingdom,1
FK9707,United Kingdom,1
FK9729,United States,1
FL0007,United States,1
FL3197,United States,1
FL3198,United States,1
FL3202,Canada,1
FL3210,Canada,1
FL3560,Germany,1
FL5729,Australia,1
FL8095,United States,1
FL9994,United Kingdom,1
FM0698,United States,1
FM0698-PFIZER-2,United States,1
FM2960,Philippines,1
FM2966,Philippines,1
FN1448,Italy,1
FN4817,United Kingdom,1
FN5496,Poland,1
FN5988,Japan,1
FP1176,United Kingdom,1
FP1971,Italy,1
FP8234,Italy,1
FR0012,Italy,1
GH9702,United States,1
GH9715,Germany,1
GJ3268,Mexico,1
GL0446,United States,1
J07BX03,France,1
LOT 3004233,Germany,1
LOT: XD985,Germany,1
MOD011L20A,United States,1
MODERNA CH-B: 3,Germany,1
O22C21A,United States,1
O26D21A,United States,1
O31M20A,United States,1
P-FE2625,Ireland,1
PCA0004,Germany,1
PFIZER BIONTECH,Germany,1
PFIZER COVID 19,United States,1
PFIZER EK5730,United States,1
PFIZER EL0142,United States,1
PFIZER EL9263,United States,1
PFIZER EN6199,United States,1
PFIZER EN6202,United States,1
PFIZER ER8737,United States,1
PFIZER EW0173,United States,1
PFIZER EW0175,United States,1
PFIZER EW0181,United States,1
PFIZER FC3182,United States,1
PFIZER-BIONTECH,Argentina,1
SCTD6,Germany,1
SCVTS,Germany,1
SCVW7,Germany,1
XD974,Netherlands,1
XD985,Germany,1
XE389,Germany,1
#EW0187,United States,2
(not set),Cayman Islands,2
(not set),Guernsey,2
0,Italy,2
002A21A,United States,2
006M20A,United States,2
007B21A,United States,2
017F21A,United States,2
022C21A,United States,2
045B21A,United States,2
047A21A,United States,2
065F21A,United States,2
091D21A,United States,2
1C011A,Germany,2
1F1005A,Italy,2
1F1007A,Germany,2
1F1052A,Germany,2
3001655,Italy,2
3002917,Italy,2
3005884,Italy,2
3005887,Italy,2
3006322,Italy,2
ABV2856,Italy,2
ABV9317,Germany,2
ABX5182,Germany,2
ACB4694,Germany,2
CH.-B.: FD7958,Germany,2
CH.-B.:1F1024A,Germany,2
CH.-B.:31043TB,Germany,2
CH.-B.:EY2172,Germany,2
CH.-B.:FD7958,Germany,2
EJ0724,South Africa,2
EJ1685,United States,2
EK4176/PF/IM/LU,United Kingdom,2
EL3246,United States,2
EN6202,United States,2
EP7533,Colombia,2
EP7534,United States,2
ER1749,Jersey,2
ER7812,Germany,2
ER8736,United States,2
ET3045,Germany,2
EW0183,United States,2
EW0187,United States,2
EX3510,Germany,2
EX7389,Italy,2
EY2172,Germany,2
FA8016,Italy,2
FA9094,Canada,2
FC1436,Germany,2
FD0810,Canada,2
FD1921,Austria,2
FD8448,United States,2
FD8813,United Kingdom,2
FD9234,Germany,2
FF3318,Italy,2
FG6273,Italy,2
FH8773,Finland,2
FJ1614,United States,2
FJ1620-PFIZER-2,United States,2
FJ9943,United States,2
FK6268,Australia,2
FN9501,Canada,2
FP1972,Germany,2
FP7136,United States,2
GE8310,Germany,2
GH9545,Italy,2
GJ6739,United States,2
PFIZER ER2613,United States,2
PFIZER EW0164,United States,2
PFIZER FA7485,United States,2
PFIZER FE3590,United States,2
PFIZER FF8839,United States,2
PFIZERER8727,United States,2
PV46687,United Kingdom,2
SCJU6,Germany,2
SCVC6,Germany,2
SCVY8,Germany,2
(not set),Romania,3
(not set),Taiwan,3
(not set),United Arab Emirates,3
012L20A,United States,3
021B21A,United States,3
038C21A,United States,3
043B21A,United States,3
046A21A,United States,3
1F1007A,Austria,3
3005294,Italy,3
31043TB,Germany,3
EJ6136,Italy,3
EL0142,United States,3
EN6204,United States,3
EP6775,Canada,3
ER8737,United States,3
ER9470,Italy,3
ET1831,Italy,3
EW0180,United States,3
EW0193,Canada,3
EY0578,Canada,3
FA9091,Canada,3
FC3181,United States,3
FD6840,Austria,3
FD7204,Canada,3
FD7959,Italy,3
FE6208,Austria,3
FE6975,Germany,3
FH0161,Finland,3
FH3219,Germany,3
SCKX7,Germany,3
SCRW2,Germany,3
(not set),Dominican Republic,4
1D020A,Germany,4
3002543,Italy,4
30025TB,Germany,4
CH.-B.:FC3095,Germany,4
EJ6790,Italy,4
EL9261,United States,4
EW0162,United States,4
EW4109,United Kingdom,4
EX8679,Germany,4
FC3095,Germany,4
FF0900,Germany,4
FF2595,Canada,4
FL3203,Canada,4
LOT3004233,Germany,4
(not set),Hong Kong,5
(not set),Lithuania,5
(not set),Russia,5
3004498,Italy,5
CH.-B.:ACB9148,Germany,5
FF2752,Italy,5
FG4686,Italy,5
(not set),Iceland,6
(not set),New Zealand,6
ACB9148,Germany,6
FE8405,Germany,6
(not set),Israel,7
(not set),Cyprus,8
(not set),Jersey,8
ER8727,United States,8
FD7958,Germany,8
(not set),Mexico,9
(not set),Portugal,10
(not set),India,11
(not set),Czechia,14
(not set),Malaysia,14
(not set),Argentina,16
(not set),Colombia,16
(not set),Spain,16
(not set),Croatia,17
(not set),Belgium,18
(not set),Sweden,20
(not set),Hungary,22
(not set),Norway,22
(not set),France,27
(not set),Philippines,29
(not set),Switzerland,32
(not set),Finland,37
(not set),Ireland,38
(not set),Netherlands,43
(not set),Poland,51
(not set),Austria,56
(not set),South Africa,58
(not set),Australia,78
(not set),Japan,134
(not set),United Kingdom,161
(not set),Canada,240
(not set),Italy,608
(not set),Germany,643
(not set),United States,1529

