# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Clicked Batchcode
# 20230403-20230403
# ----------------------------------------

Clicked Batchcode,Country,Event count
,,9116,Grand total
#001B21A,United States,1
#017C21A,United States,1
#EK4176,United States,1
#EN6199,United States,1
#EN6203,United States,1
000054A,Italy,1
000057A,United Kingdom,1
0017C21A,United States,1
001B21A,United States,1
001B21AA,United States,1
0038B21A,United States,1
0048B21A,United States,1
006K21A_1110214,Taiwan,1
010A21A,United States,1
011J20A,Austria,1
011J20A,Malaysia,1
014C21A,United States,1
015M20A,United States,1
017C21A/PUBLIC,United States,1
017C21AA,United States,1
018B21A,Austria,1
018B21A,United States,1
018J21A,Spain,1
019B21A,United States,1
0205A21A,United States,1
021B21A,United States,1
025421A,United States,1
025C21A,United States,1
026L20A,Austria,1
026L20A,Italy,1
028L20A,United States,1
030M20A,United States,1
031M20A,United States,1
0331211/1808980,United States,1
038B21A / PUBLI,United States,1
038B21A/033C21A,United States,1
038B21AA,United States,1
039A21A,United States,1
039K20A,Canada,1
039K20A,Malaysia,1
039K20A,Poland,1
039K20A,Slovakia,1
039K20A,Sweden,1
041L20A,United States,1
042A21A,United States,1
042L20A,United States,1
043A21A,United States,1
045A21A,United States,1
045B21A,Canada,1
046A21A,United States,1
046A21A-038B21A,United States,1
048A21A,United States,1
061E21A,United States,1
062F22A,United States,1
071F21A,United States,1
071R21A,Morocco,1
11822809,United States,1
1822809;211A21A,United States,1
1855190,United States,1
1855190/7-26-22,United States,1
1D016A,Germany,1
1EN6199,United States,1
1F1027A,Germany,1
201A21A,United States,1
203A21A,United States,1
204A21A,Canada,1
205A21A      RA,United States,1
"205A21A,",United States,1
205A21A-2,United States,1
212C21A,Mexico,1
213D21AHRSA,United States,1
216038,United Kingdom,1
300042460,Canada,1
30011TB,Germany,1
3001442,United States,1
3001945,Canada,1
3002339,Spain,1
3002538,Canada,1
3003602,Spain,1
35040BD,Peru,1
6023894,United States,1
67HEK9231,United States,1
91306,Norway,1
939676,Taiwan,1
A205A21A,United States,1
ABW2187,France,1
ABW9941,France,1
ACB3738,Germany,1
CH.-B.: FC8889,Germany,1
CH.-B.:EX8679,Germany,1
DA1F036A,Germany,1
E30130BA,United States,1
EEW4109,United Kingdom,1
EH9899 03/2021,United States,1
EH9899 AND EL32,United States,1
EH98999,United States,1
EJ1686,Canada,1
EJ6136,Italy,1
EK4176,United States,1
EK4176/PF,United States,1
EK4176/PF/IM/LU,United States,1
EK41765,United States,1
EK5730,Germany,1
EK5730,United States,1
EK9231--4/30/20,United States,1
EL8982,United States,1
EL9264,United States,1
EL9265,United States,1
EL9266,United States,1
"EL9267, EN6202",United States,1
"EL9267, EN6202,",United States,1
EM0477,Switzerland,1
"EM9810, EN6202",United States,1
EM9870,Morocco,1
EN6198,United States,1
EN6199,United States,1
EN6201,Canada,1
EN6201,Italy,1
EN6201 - ER2613,United States,1
EN6202 ER8732,United States,1
EP7534,United States,1
ER2613,United States,1
ER2613/07-31-21,United States,1
ER8732,United States,1
ER8734,United States,1
ER8736,United States,1
EW0150,Poland,1
EW0161,United States,1
EW0173,United States,1
EW0175,United States,1
"EW0175, EW0185",United States,1
EW0176,United States,1
EW0181,United States,1
EW0183-H,United States,1
EW0185,United States,1
EW4109,Canada,1
EW4109,United Kingdom,1
EW4109-L640,United Kingdom,1
EW4109-L646,United Kingdom,1
EW4109-L650,United Kingdom,1
EW4109-L652,United Kingdom,1
